token,driving_direction_compliance_run1,ego_progress_run1,score_run1,driving_direction_compliance_run2,ego_progress_run2,score_run2
2db75185de1d5763,1.0,0.9584142056441812,0.9826725856850757,1.0,0.6858373879673929,0.8690989116530803
ee9615c4b10d5ec9,1.0,1.0,1.0,1.0,0.4698815019535178,0.7791172924806324
fd9b227cec3d5c3f,1.0,0.8809761538138378,0.9504067307557658,1.0,0.7041357106011028,0.8767232127504595
5ad9f64f2d295e4b,1.0,1.0,0.5833333333333334,1.0,0.7844955014142044,0.4935397922559185
6b2cda5004dc5df9,1.0,1.0,1.0,1.0,0.6977500955547319,0.8740625398144717
301f483843535f89,1.0,1.0,1.0,1.0,0.8295912594549038,0.9289963581062098
6c64511810415244,1.0,0.968808007702988,0.9870033365429116,1.0,0.8432760925343776,0.934698371889324
7868ce187ae55819,1.0,1.0,1.0,1.0,0.598394372301905,0.8326643217924604
4064f2ec7a2f56ef,1.0,1.0,1.0,1.0,0.3839502535228176,0.7433126056345074
dd157f14e18f5a1a,1.0,1.0,1.0,1.0,0.1416408292505244,0.6423503455210519
ed534c3b8d86515e,1.0,0.8350266228633826,0.9312610928597428,1.0,0.835026622443558,0.9312610926848158
238f1cddb9415996,1.0,0.7621145482784889,0.9008810617827038,1.0,0.4910155668854218,0.7879231528689258
80a4b14aef3f5a52,1.0,1.0,1.0,1.0,0.5494318492112158,0.8122632705046732
ef90f66b5d465ebf,1.0,1.0,1.0,1.0,1.0,1.0
471d0206688f5e3b,1.0,0.6349348494653777,0.847889520610574,1.0,0.6349349228022177,0.8478895511675907
4a557f1bfe3b5645,1.0,1.0,0.5833333333333334,1.0,0.9333912297905812,0.5555796790794089
6404a27bddb85488,1.0,1.0,1.0,1.0,0.242377842168092,0.6843241009033717
e6db7be94a175aec,1.0,0.8618827460789645,0.9424511441995684,1.0,0.7845711810183668,0.910237992090986
3c58a86242fe5671,1.0,1.0,1.0,1.0,0.6084862596651753,0.8368692748604897
4c3718ea056c5656,1.0,1.0,1.0,0.5,0.5436944541872653,0.4049363446223469
2d060a1354d4545e,1.0,1.0,1.0,1.0,0.6277085662300698,0.8448785692625291
67b05cf704325e6b,1.0,0.0,0.0,1.0,0.0,0.0
015011d2b73158b7,1.0,1.0,1.0,1.0,0.5311545990333095,0.8046477495972123
e5abdd8b726e5a2f,1.0,1.0,1.0,1.0,0.5146084745674329,0.7977535310697638
741ee8b9ea3059a5,1.0,1.0,1.0,1.0,0.2562807437131062,0.6901169765471277
c8bf35e6c9065d83,1.0,0.8236754336389397,0.9265314306828916,1.0,0.8012447688332708,0.917185320347196
3e77b33549485e34,1.0,1.0,1.0,1.0,0.765411520062624,0.9022548000260934
f24ade1ee3ac51ce,1.0,1.0,0.5833333333333334,1.0,0.7013140504676396,0.4588808543615165
a9c9765a005351b9,1.0,1.0,1.0,1.0,0.6732426840825011,0.8638511183677088
1e15c5256da5549a,1.0,1.0,1.0,1.0,0.2745912717436418,0.6977463632265174
3716402a783c5689,1.0,1.0,1.0,1.0,0.4825196768757187,0.7843831986982162
2957826433915ff9,1.0,0.8265652710965019,0.9277355296235426,1.0,0.8265652830038108,0.9277355345849212
5a468d5e9d955993,1.0,0.9606071625663066,0.9835863177359612,1.0,0.7027313973818992,0.8761380822424579
23f0187033d658d9,1.0,0.8001395697500934,0.9167248207292056,1.0,0.4145375563748434,0.7560573151561848
60c9aabf696a5756,1.0,1.0,1.0,1.0,0.7033376648762943,0.8763906936984559
8869a2f03bbd5570,1.0,1.0,1.0,1.0,0.0876554286957277,0.6198564286232199
f0f77f6f5cb4562c,1.0,1.0,1.0,1.0,0.4905285277123072,0.787720219880128
95448c5ace9e5a22,1.0,1.0,1.0,1.0,1.0,1.0
955af39177fe5ba1,1.0,0.8749789052304692,0.9479078771793622,1.0,0.8239569463910892,0.9266487276629536
47ece51118f95d1d,1.0,1.0,1.0,1.0,0.7115035707184322,0.8797931544660135
e76485315c2c5028,1.0,1.0,1.0,1.0,0.7684270576395199,0.9035112740164668
3f38262eb4d55376,1.0,0.8490389840149292,0.9370995766728872,1.0,0.6715637318310076,0.8631515549295865
291e2af79c2258d5,1.0,0.9975817008183262,0.9989923753409692,1.0,0.7498320129662727,0.8957633387359469
dcd3886f044a5e29,1.0,0.854251736971038,0.939271557071266,1.0,0.8472304930696846,0.9363460387790352
6a85f61bdde35d74,1.0,0.867517750788744,0.9447990628286432,1.0,0.5528977571575534,0.8137073988156472
ff137d1eea555686,1.0,0.8405899924676481,0.9335791635281868,1.0,0.840589992693297,0.9335791636222072
64f56e62619850b2,1.0,0.8007528366626316,0.91698034860943,1.0,0.4636050495285703,0.7765021039702376
ca58b2e039305479,1.0,0.8389820225532181,0.9329091760638408,1.0,0.8389820213502539,0.9329091755626058
ada396669cec56ef,1.0,0.6378720392575711,0.8491133496906547,1.0,0.6378720429998143,0.8491133512499226
fce43d129a9154a1,1.0,1.0,1.0,1.0,0.4456969890169687,0.7690404120904036
1fd4a838b258571f,1.0,0.9360724091289946,0.9733635038037476,1.0,0.8074037217648806,0.919751550735367
6f7a20c618a9573e,1.0,0.880070042820695,0.950029184508623,1.0,0.700785186522415,0.8753271610510063
58d75e229a0e52bc,1.0,1.0,1.0,1.0,1.0,1.0
ed7e9a246a01525d,1.0,1.0,0.5833333333333334,1.0,0.4455546762548155,0.3523144484395065
c4b85436e314515b,1.0,0.6039197782042273,0.8349665742517614,1.0,0.6039197791328614,0.8349665746386923
718c914ede2f5229,1.0,0.802992878247823,0.9179136992699264,1.0,0.8029928825584122,0.9179137010660052
80752a827b8253fe,1.0,0.8437975571770733,0.9349156488237804,1.0,0.8001802290432735,0.916741762101364
7b263d7980f55503,1.0,0.9783305622053998,0.9909710675855832,1.0,0.9752241556623624,0.9896767315259845
faf7e71648b65503,1.0,0.6434984008047372,0.8514576670019739,1.0,0.6434983908977778,0.8514576628740741
418f3b3a155f5655,1.0,0.8451123048202339,0.9354634603417642,1.0,0.8380832125151962,0.9325346718813318
6e3c7a34388e5ae3,1.0,1.0,1.0,1.0,0.6173416185639228,0.8405590077349677
d514826bdd045d68,1.0,1.0,1.0,1.0,0.6324621720651837,0.8468592383604933
26af85cbc2d15e05,1.0,0.9841387685317968,0.9933911535549154,1.0,0.7181648420904458,0.8825686842043524
847ac59d6cce5bc4,1.0,0.8688363899402558,0.94534849580844,1.0,0.8688363903665114,0.9453484959860464
87b8587f94c5549a,1.0,1.0,1.0,1.0,0.6710658463914071,0.8629441026630863
e7cfffa4e8dd53a8,1.0,1.0,1.0,1.0,0.7710055001325077,0.9045856250552116
ab8f5b7368a45a6d,1.0,0.8123315321382993,0.9218048050576249,1.0,0.7741390135063941,0.9058912556276644
acc47057bb3d556d,1.0,1.0,1.0,1.0,0.8065849224356166,0.9194103843481736
de9dd93857cf5ab5,1.0,0.8638951943526689,0.943289664313612,1.0,0.7254019187712887,0.8855841328213702
f0a6222ab3e55174,1.0,1.0,1.0,1.0,0.0942730393821888,0.6226137664092454
80793d56acc15d48,1.0,1.0,1.0,1.0,0.4908594002393888,0.7878580834330786
94c7ef641e1c5dd7,1.0,0.7355538621115829,0.8898141092131596,1.0,0.5167133224071807,0.798630551002992
7f00cbbc74695c32,1.0,1.0,1.0,1.0,0.8582767540441405,0.940948647518392
43162b00fe4550b8,1.0,0.8992664394363941,0.9580276830984976,1.0,0.8197658749055442,0.92490244787731
1a9a1f65b4cc5d1d,1.0,1.0,0.5833333333333334,1.0,0.9454221042639324,0.5605925434433051
fdfad1317cd75455,1.0,1.0,1.0,1.0,1.0,1.0
c06c4ffcf72653a5,1.0,1.0,1.0,1.0,0.6940845158790119,0.8725352149495883
dd4483f390725319,1.0,0.9556300243231952,0.9815125101346648,1.0,0.3894251473407444,0.7455938113919768
998c6c28d1475e78,1.0,0.6208063913909498,0.8420026630795624,1.0,0.6208063909903385,0.8420026629126411
e367d7a3c3b55302,1.0,1.0,1.0,1.0,0.934367964138354,0.9726533183909808
29b49b3e2c0f5ec2,1.0,0.9587435987459284,0.9828098328108036,1.0,0.7771574865638147,0.9071489527349228
1bd8492a6487562f,1.0,0.9903842561404792,0.9959934400585332,1.0,0.7726709925176947,0.9052795802157062
d88fdf29aeed58f5,1.0,0.8487592714400547,0.9369830297666896,1.0,0.4622494306260408,0.7759372627608503
54c208abe15c56e5,1.0,1.0,1.0,1.0,0.6076318711829526,0.8365132796595636
697882c22eb65ca7,1.0,0.8692702866268207,0.9455292860945086,1.0,0.7932081645850909,0.9138367352437878
c5b585ddf50d5f1f,1.0,1.0,1.0,1.0,0.6934715465896969,0.8722798110790403
d1065c7c84e054ae,1.0,1.0,1.0,1.0,1.0,1.0
b133316a0e795993,1.0,0.7698040021509457,0.9040850008962272,1.0,0.6653998063276753,0.8605832526365313
0727a3cccad352d7,1.0,1.0,1.0,1.0,0.5410952711585421,0.8087896963160591
f34af4dbbbd35a23,1.0,1.0,1.0,1.0,0.7476596306425884,0.8948581794344118
dbfc9f81daf956a9,1.0,1.0,1.0,1.0,1.0,1.0
ae07a1ea49135359,1.0,1.0,1.0,1.0,0.928743864879843,0.9703099436999344
20024f7ea9635ed8,1.0,1.0,1.0,1.0,0.7542617799156373,0.897609074964849
4256146a0b765876,1.0,1.0,1.0,1.0,0.7961896508642476,0.9150790211934364
5d12ad55fdd858e1,1.0,0.0,0.0,1.0,0.0,0.0
ed3e5181549254bc,1.0,0.91139097818284,0.9630795742428498,1.0,0.5622505937784266,0.8176044140743444
07fb7a73409e53cf,1.0,0.9760077091839972,0.9900032121599988,1.0,0.7951507207391826,0.9146461336413262
5b3bc72c557a5a17,1.0,0.6580497365109851,0.8575207235462438,1.0,0.6580496607856554,0.857520691994023
36c9f5ba92385cee,1.0,0.8022943499120846,0.917622645796702,1.0,0.717934775916228,0.8824728232984284
7b8d8487706f501e,1.0,0.0,0.0,1.0,0.0,0.0
88152114a47d5175,1.0,1.0,1.0,1.0,0.5277712394599123,0.8032380164416302
f6082f18c392582f,1.0,1.0,1.0,1.0,0.8849645059478299,0.9520685441449293
6856c3ad77315d3c,1.0,0.7717583154719208,0.9048992981133004,1.0,0.550853203528874,0.8128555014703641
288ea364ec115f46,1.0,1.0,1.0,1.0,0.5531176101067992,0.8137990042111664
d4e058ec6a795ef1,1.0,0.8104878948808951,0.9210366228670396,1.0,0.7697016550011327,0.904042356250472
b432924be8c151d8,1.0,0.8425006917324354,0.934375288221848,1.0,0.8425007032589447,0.9343752930245603
5177cf8521f05855,1.0,0.9192262166176548,0.9663442569240228,1.0,0.6779147112357092,0.8657977963482123
b1b1e99705dc5afc,1.0,0.9269709724681772,0.9695712385284072,1.0,0.805729675670827,0.9190540315295112
93092fbeb57f5e9a,1.0,1.0,1.0,1.0,0.8491088700620562,0.93712869585919
c6c94bd6691c5008,1.0,1.0,0.5833333333333334,1.0,0.7237134697029474,0.4682139457095614
27d74807a89a5268,1.0,1.0,1.0,1.0,0.9530307721264566,0.9804294883860236
12177b43d67d51a7,1.0,1.0,1.0,1.0,0.6987290407013069,0.8744704336255446
8a5809217c605979,1.0,0.9858379270015444,0.9940991362506436,1.0,0.7406605097909693,0.8919418790795706
4d6e0b4cf60f5e98,1.0,1.0,1.0,1.0,0.6309735731345917,0.8462389888060798
a4778444628f5c49,1.0,1.0,1.0,1.0,0.7693574007837892,0.9038989169932456
83a9fe7e03fd5755,1.0,0.6572961841857128,0.8572067434107137,1.0,0.6572962051774653,0.8572067521572772
f4eec162c14e5bfa,1.0,1.0,1.0,1.0,0.5661191450280804,0.8192163104283668
bb73caa6692856bf,1.0,1.0,1.0,1.0,0.7947873724599809,0.914494738524992
535e19c081ec5c28,1.0,0.8509191397243522,0.9378829748851466,1.0,0.6799411231637484,0.8666421346515619
530176929c015182,1.0,1.0,1.0,1.0,0.87505412001659,0.947939216673579
88b49de4eea35896,1.0,0.902497710981122,0.9593740462421342,1.0,0.5381549830074669,0.8075645762531112
2696e377ac3e579b,1.0,0.9589764172617128,0.9829068405257136,1.0,0.5323234519916001,0.8051347716631666
ed7a0f74484d58a8,1.0,1.0,1.0,1.0,0.0742198777429281,0.6142582823928867
average,1.0,0.9069929978416068,0.9266942369055476,0.9959349593495936,0.6626281321153126,0.8215833774494913
